TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
2918;2410;HB-Silbersee;4;HB;A;1;;2;Hamburg;AS Bremen-Arsten;N;Osnabrück;AS Bremen/Brinkum;S;6;112,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;487.076;5.874.910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,02357124;8,80731667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;2918002O2918007O;0,339;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
2919;2401;HB-Weserbrücke;4;HB;A;1;;8+1;Hamburg;AS Bremen-Hemelingen;N;Münster;AS Bremen-Arsten;S;6;108,6;322;199;77;46;100.689;51.934;48.755;108.104;55.932;52.172;103.019;52.995;50.024;70.895;36.121;34.774;-9,2;-6,4;-9,4;-21,9;18.646;9.504;9.142;22.762;11.584;11.178;19.143;9.770;9.373;3.136;1.645;1.490;+1,7;+2,1;+0,3;-2,8;18,5;21,1;18,6;4,4;0,95;0,79;1,10;5.596;16,2;1.394;37,2;6.160;16,4;3.903;15,1;;;;;;;;;;;;;;;;;;D;C;C;B;B;G;8;;E;17;;C;;;E;17;;C;;;E;15;;D;12;;D;15;;C;16;;D;18;;79,6;10,1;0,4;1,6;2,5;15,9;13,0;0,1;0,3;77,2;10,5;0,3;1,4;2,8;18,1;14,7;0,1;0,3;79,4;10,3;0,4;1,8;2,5;16,0;13,0;0,1;0,3;93,3;7,3;0,5;2,1;0,5;3,8;3,4;0,1;0,2;491.484;5.876.180;111.573;57.662;53.911;24.490;12.451;12.040;81.751;42.139;39.612;7.857;4.113;3.744;;;;;;;;;;;;;;;;;112.708;58.334;54.374;25.192;12.803;12.389;22,4;21,9;22,8;53,03507153;8,87299414;4.908;5.232;9,5;10,7;11,8;13,6;9,6;11,5;8,4;9,6;65.316;64.624;0,77;0,81;1,00;0,99;1,11;1,09;0,80;0,84;5.126;171;841;23;3.300;50;539;13;871;44;475;4;420;2919204O2919201O;0,484;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4510;5124;Hagen-Vorhalle;5;NW;A;1;;8+1;Dortmund;AS Hagen-Nord;N;Köln;AS Hagen-West;S;6;345,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393.056;5.695.540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,40099313;7,46259063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;290;4610021A4510011A;2,538;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
6507;0177;Hasborn;10;SL;A;1;;8+1;Köln;AS Tholey-Hasborn;N;Saarbrücken;AS Tholey;S;5;176,5;114;72;21;21;16.928;8.465;8.462;18.496;9.266;9.230;17.086;8.559;8.528;11.264;5.559;5.704;-16,1;-14,5;-14,9;-26,5;2.231;1.109;1.122;2.778;1.387;1.392;2.275;1.128;1.147;269;118;151;-6,5;-6,7;-6,6;-4,8;13,2;15,0;13,3;2,4;0,92;0,63;1,07;968;12,5;181;20,8;1.082;13,3;625;8,3;;;;;;;;;;;;;;;;;;E;D;C;A;A;D;8;17;B;8;;D;8;17;D;8;17;E;16;;D;8;16;D;15;;D;13;;C;15;;G;18;;84,6;7,4;1,2;1,2;3,8;9,2;6,8;0,2;1,0;82,8;7,8;1,1;1,1;4,2;10,6;7,9;0,2;1,1;84,3;7,6;1,2;1,3;3,8;9,3;6,8;0,2;1,1;95,4;4,3;1,7;1,5;1,2;0,9;0,7;0,3;0,7;353.553;5.482.382;19.165;9.604;9.561;3.015;1.510;1.506;12.612;6.302;6.310;686;307;380;;;;;;;;;;;;;;;;;19.477;9.762;9.715;3.119;1.564;1.555;16,0;16,0;16,0;49,47640096;6,97836951;982;922;11,6;10,9;8,6;15,1;6,6;11,5;10,1;9,5;10.651;10.807;0,61;0,65;0,96;0,98;1,09;1,05;0,67;0,68;925;47;97;13;565;11;40;8;141;9;29;2;90;6507036O6507026O;1,664;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
4511;5101;Hengsen;5;NW;A;1;;8+1;Münster;AK Kreuz Dortmund/Unna (A44);N;Dortmund;AS Schwerte;S;6;73,8;214;127;56;31;87.600;44.381;43.218;89.658;45.767;43.891;88.968;45.173;43.795;78.386;38.345;40.041;;;;;16.211;8.217;7.994;19.805;10.070;9.735;16.761;8.464;8.297;2.468;1.180;1.288;;;;;18,5;22,1;18,8;3,1;0,99;1,05;1,12;4.845;15,7;1.260;40,1;5.223;16,1;3.713;14,1;;;;;;;;;;;;;;;;;;C;D;C;D;D;C;;;C;;;C;;;C;;;C;;;E;17;;B;11;;D;16;;B;12;;C;15;;78,7;7,9;0,3;1,5;2,2;16,2;12,7;0,2;1,4;75,2;8,5;0,2;1,4;2,6;19,4;15,2;0,2;1,3;78,1;8,1;0,3;1,7;2,2;16,5;12,9;0,2;1,4;93,9;4,8;0,5;1,6;0,5;2,5;2,1;0,1;1,3;404.599;5.704.895;91.525;46.601;44.924;21.538;10.914;10.623;79.087;40.594;38.492;6.193;3.241;2.952;;;;;;;;;;;;;;;;;91.801;46.856;44.945;22.114;11.228;10.886;24,1;24,0;24,2;51,48714712;7,62595482;4.372;4.207;9,9;9,7;3,0;1,2;2,2;0,8;9,3;9,4;52.145;50.909;1,05;1,05;0,98;1,02;1,15;1,09;0,94;0,93;4.367;121;719;15;3.181;49;473;9;754;48;456;1;310;4511033A4411094A;5,863;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
6107;7164;Hetzerath;7;RP;A;1;;8+1;Köln;AS Salmtal;N;Saarbrücken;AS Föhren;S;4;119,3;334;209;75;50;30.279;15.288;14.990;32.060;16.193;15.867;31.940;16.120;15.821;21.696;10.945;10.751;-13,0;-12,4;-8,4;-23,8;5.295;2.726;2.569;6.460;3.319;3.141;5.457;2.824;2.633;860;447;413;+2,9;+2,6;+4,4;-8,9;17,5;20,2;17,1;4,0;1,00;0,83;1,14;1.743;16,3;299;30,9;1.947;17,1;1.130;12,3;;;;;;;;;;;;;;;;;;D;C;E;B;C;D;8;17;D;8;17;E;17;;D;8;17;E;16;;D;8;15;C;11;13;D;12;;B;12;;D;18;;80,3;8,5;0,2;1,1;4,6;12,8;10,5;0,1;1,1;77,6;9,0;0,2;1,1;5,0;15,0;12,3;0,1;1,2;80,8;8,1;0,3;1,3;4,7;12,3;10,1;0,1;0,9;94,0;6,9;0,5;1,2;1,9;1,9;1,7;0,1;0,9;344.584;5.527.182;33.421;16.875;16.546;6.991;3.606;3.385;24.958;12.612;12.347;2.178;1.079;1.098;;;;;;;;;;;;;;;;;33.368;16.853;16.515;7.163;3.687;3.476;21,5;21,9;21,0;49,87684895;6,83684715;1.727;1.576;11,3;10,5;14,2;17,1;9,8;10,4;10,2;9,5;19.220;16.794;0,81;0,85;0,96;1,01;1,13;1,16;0,84;0,87;1.609;95;238;5;988;34;105;3;207;17;75;0;140;6007057O6106066O;3,095;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
3414;3309;Holdorf;3;NI;A;1;;8+1;Bremen;AS Lohne/Dinklage;N;Münster;AS Holdorf;S;4;186,6;147;75;49;23;55.126;28.039;27.087;56.002;28.565;27.437;57.943;29.237;28.705;48.233;24.562;23.671;;;;;;;;;;;;;;;;;;;;;;;;;1,03;1,08;1,20;3.064;;762;;3.315;;2.312;;;;;;;;;;;;;;;;;;;D;C;F;D;D;C;;;C;;;C;;;C;;;E;16;;E;15;;D;12;;D;12;;C;16;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440.441;5.828.956;57.742;29.298;28.445;;;;50.233;25.890;24.342;;;;;;;;;;;;;;;;;;;;57.244;29.126;28.117;;;;;;;52,60734693;8,12046792;2.958;2.942;10,5;10,9;;;;;10,2;10,5;32.993;33.281;1,06;1,10;1,00;0,96;1,25;1,16;1,02;1,06;;;;;;;;;;;;;390;3414001O3314002O;1,248;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
6608;0182;Holz;10;SL;A;1;;8+1;Köln;AS Quierschied;N;Saarbrücken;AS Holz;S;4;198,0;162;90;40;32;13.182;6.471;6.712;14.621;7.165;7.456;13.499;6.645;6.854;7.758;3.825;3.933;-12,2;-11,7;-9,3;-20,7;650;301;349;802;371;431;691;320;371;68;34;35;-4,4;-4,8;-1,8;-22,4;4,9;5,5;5,1;0,9;0,92;0,55;1,02;753;4,9;142;5,3;844;5,4;479;2,2;;;;;;;;;;;;;;;;;;E;E;C;A;A;F;17;;A;8;;F;17;;A;8;;F;16;;A;8;;D;15;;D;14;;C;15;;D;18;;93,2;7,0;1,1;0,8;2,7;2,1;1,6;0,1;1,1;92,7;7,3;1,0;0,8;2,9;2,4;1,7;0,2;1,1;92,9;7,3;1,2;0,9;2,8;2,2;1,6;0,1;1,1;97,5;3,9;1,4;0,8;0,6;0,2;0,2;0,0;0,8;354.592;5.465.831;15.241;7.469;7.772;876;404;472;9.483;4.696;4.786;227;108;118;;;;;;;;;;;;;;;;;15.486;7.579;7.907;896;414;483;5,8;5,5;6,1;49,32787027;6,99875523;919;1.094;14,2;16,3;2,7;3,5;1,0;1,7;12,1;13,8;8.419;8.887;0,54;0,56;0,95;0,96;1,04;1,01;0,63;0,62;789;27;19;9;463;4;6;6;133;4;4;1;50;6608076O6607028O;1,659;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
5106;5010;Hürth;5;NW;A;1;;8+1;Köln;AS Hürth;N;Saarbrücken;AD Dreieck Erfttal (A61);S;4;433,6;224;129;61;34;47.161;23.266;23.895;49.378;24.222;25.157;48.570;23.599;24.971;37.321;19.374;17.946;-12,0;-11,6;-10,6;-16,4;5.746;2.803;2.944;6.944;3.402;3.543;6.086;2.905;3.181;966;499;467;-1,1;-1,9;+1,7;-9,1;12,2;14,1;12,5;2,6;0,98;0,95;1,12;2.706;11,0;483;25,7;2.989;11,5;1.857;8,2;;;;;;;;;;;;;;;;;;D;D;C;D;C;B;8;;E;17;;B;8;;E;17;;C;;;E;15;;D;13;;D;12;;C;13;;E;12;;85,8;7,5;0,2;1,0;3,2;8,9;7,8;0,1;1,0;83,9;7,8;0,1;0,9;3,6;10,4;9,1;0,1;1,1;85,3;7,7;0,2;1,1;3,3;9,1;7,9;0,1;1,1;95,8;6,1;0,5;1,0;1,2;1,3;1,2;0,0;0,6;344.935;5.634.211;50.692;24.821;25.871;7.601;3.686;3.915;41.428;20.193;21.235;2.254;1.175;1.078;;;;;;;;;;;;;;;;;50.823;24.923;25.901;7.747;3.781;3.966;15,2;15,2;15,3;50,83880436;6,79765141;2.639;2.743;11,3;11,5;8,5;7,3;6,5;5,0;10,6;10,6;27.597;28.423;1,07;0,84;0,98;0,97;1,09;1,15;0,88;0,90;2.637;102;243;7;1.701;34;119;3;359;23;102;0;200;5106032A5106060A;2,706;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
6608;0180;Illingen;10;SL;A;1;;8+1;Köln;AS Illingen;N;Saarbrücken;AK Kreuz Saarbrücken (A8);S;4;193,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;354.997;5.470.265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,36782577;7,00272519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;6608008O6608075O;1,774;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6407;0175;Kastel;10;SL;A;1;;8+1;Köln;AS Nonnweiler-Braunshausen;N;Saarbrücken;AS Nonnweiler-Primstal;S;4;165,6;99;67;16;16;15.136;7.513;7.623;16.318;8.107;8.211;15.455;7.676;7.779;10.600;5.226;5.373;-14,7;-13,1;-13,3;-24,6;2.181;1.100;1.081;2.726;1.382;1.344;2.215;1.110;1.104;242;108;134;-6,1;-5,4;-8,1;-17,4;14,4;16,7;14,3;2,3;0,95;0,71;1,09;870;13,5;152;24,5;978;14,4;546;8,9;;;;;;;;;;;;;;;;;;C;C;C;B;B;B;8;;D;8;17;D;8;17;D;8;17;D;8;17;D;8;15;A;;;D;15;;C;15;;D;18;;83,2;8,6;0,9;1,3;3,9;10,4;7,7;0,2;1,1;80,9;9,1;0,8;1,2;4,4;12,2;9,0;0,2;1,2;83,1;9,0;0,9;1,4;3,8;10,3;7,6;0,1;1,2;95,4;4,9;1,4;1,6;1,2;0,9;0,7;0,1;0,8;353.505;5.492.862;16.932;8.418;8.515;2.951;1.498;1.453;11.654;5.759;5.896;682;313;369;;;;;;;;;;;;;;;;;17.103;8.507;8.597;3.059;1.556;1.503;17,9;18,3;17,5;49,57059938;6,97381652;839;864;11,2;11,3;10,8;8,0;7,2;5,6;9,9;10,1;9.566;9.917;0,69;0,73;0,95;0,98;1,10;1,07;0,72;0,75;828;43;98;9;492;9;39;5;114;8;30;1;100;6407081O6407080O;1,149;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6707;0185;Kirschheck;10;SL;A;1;;8+1;Köln;AS Saarbrücken-Neuhaus;N;Saarbrücken;AS Saarbrücken-Von der Heydt;S;4;204,9;75;48;20;7;15.478;7.635;7.843;17.264;8.538;8.726;15.703;7.703;8.000;8.973;4.409;4.564;;;;;553;248;305;683;307;376;578;256;322;66;32;34;;;;;3,6;4,0;3,7;0,7;0,91;0,52;1,04;882;3,5;171;4,4;988;3,8;565;1,6;;;;;;;;;;;;;;;;;;B;A;C;A;A;F;17;;A;8;;F;17;;A;8;;F;16;;A;8;;D;15;;C;11;15;C;15;;C;15;;94,9;5,8;0,7;0,6;2,1;1,3;1,0;0,2;1,0;94,5;6,1;0,6;0,5;2,3;1,4;1,1;0,2;1,0;94,6;6,0;0,8;0,7;2,2;1,3;1,0;0,2;1,0;98,0;3,4;1,2;0,5;0,5;0,1;0,1;0,1;0,8;351.808;5.460.566;17.793;8.776;9.017;737;331;406;11.843;5.871;5.972;224;98;126;;;;;;;;;;;;;;;;;18.154;8.974;9.180;757;341;417;4,2;3,8;4,5;49,27986791;6,96243098;1.089;1.165;14,3;14,9;1,6;3,1;0,3;1,1;12,1;12,7;9.817;9.615;0,51;0,53;0,95;0,96;1,02;1,07;0,70;0,70;943;25;13;7;552;5;4;5;162;4;3;1;20;6707012O6707074O;0,672;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
5007;5032;Köln-Lövenich;5;NW;A;1;;8+1;Dortmund;AS Köln-Bocklemünd;N;Köln;AS Köln-Lövenich;S;6;421,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;349.037;5.647.212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,95672279;6,85050020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;5007025A5007010A;2,083;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4907;5048;Köln-Nord;5;NW;A;1;;8+1;Dortmund;AS Köln-Niehl;N;Köln;AK Kreuz Köln-Nord (A57);S;6;410,0;176;63;58;55;75.978;37.116;38.862;82.806;40.406;42.400;75.842;37.178;38.663;51.373;25.098;26.275;-16,4;-15,3;-16,2;-22,9;3.798;1.877;1.921;4.694;2.319;2.375;3.900;1.925;1.975;417;209;207;-5,4;-6,3;-2,8;-9,3;5,0;5,7;5,1;0,8;0,92;0,70;1,02;4.329;4,7;839;8,2;4.762;5,1;3.031;2,8;;;;;;;;;;;;;;;;;;C;D;C;B;A;D;8;17;D;8;16;D;8;17;D;8;17;C;;;E;15;;D;14;;D;15;;C;13;;D;18;;94,0;10,4;0,5;0,8;1,4;3,6;3,0;0,0;0,2;93,4;11,0;0,4;0,7;1,5;4,1;3,4;0,0;0,2;93,8;10,8;0,6;0,9;1,5;3,6;3,1;0,0;0,2;98,1;5,7;0,9;1,0;0,2;0,6;0,5;0,0;0,1;353.495;5.652.817;85.092;41.501;43.591;5.181;2.555;2.626;60.190;29.747;30.443;968;500;468;;;;;;;;;;;;;;;;;86.793;42.304;44.489;5.333;2.631;2.702;6,1;6,2;6,1;51,00823915;6,91165795;3.888;4.261;10,5;11,0;4,3;2,7;3,0;2,3;9,2;9,6;45.635;47.243;0,76;0,64;0,96;0,96;1,02;1,02;0,76;0,71;4.494;67;176;25;2.932;22;61;15;767;21;48;3;240;5007002A4907037A;1,926;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
3812;5118;Ladbergen;5;NW;A;1;;8+1;Bremen;AS Lengerich;N;Münster;AS Ladbergen;S;4;43,1;251;155;57;39;53.625;27.025;26.601;54.205;27.434;26.771;55.848;28.203;27.645;48.690;24.039;24.651;-14,9;-12,6;-14,5;-23,4;11.165;5.609;5.556;13.556;6.807;6.749;11.448;5.761;5.686;2.127;1.065;1.062;-0,5;-0,4;-0,3;-9,3;20,8;25,0;20,5;4,4;1,03;1,14;1,17;2.992;17,8;719;45,7;3.243;18,3;2.238;16,0;;;;;;;;;;;;;;;;;;C;D;E;D;D;C;;;C;;;C;;;C;;;C;;;E;15;;B;10;;D;16;;B;11;;C;15;;76,0;7,6;0,2;1,7;3,0;17,5;13,8;0,3;1,5;72,0;8,1;0,1;1,6;3,5;21,2;16,7;0,3;1,4;76,1;7,7;0,2;2,0;3,0;17,2;13,5;0,3;1,5;91,9;5,3;0,3;2,0;1,2;3,0;2,6;0,2;1,7;414.080;5.779.392;55.815;28.238;27.577;14.717;7.369;7.348;48.622;24.567;24.056;4.324;2.299;2.026;;;;;;;;;;;;;;;;;55.508;28.088;27.420;15.118;7.568;7.550;27,2;26,9;27,5;52,15833030;7,74398143;2.859;2.991;10,6;11,2;5,3;2,3;3,8;0,7;10,2;10,9;31.771;31.483;1,10;1,18;1,00;1,00;1,19;1,15;1,03;1,06;2.645;109;483;6;1.877;53;305;4;390;32;297;0;370;3812015O3712041O;1,593;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
5907;7603;Laufeld;7;RP;A;1;;8+1;Köln;AS Manderscheid;N;Saarbrücken;AS Hasborn;S;4;91,5;229;139;50;40;20.946;10.625;10.321;21.637;10.942;10.695;22.136;11.168;10.968;16.919;8.782;8.137;-15,4;-14,8;-10,8;-24,8;3.848;2.011;1.837;4.698;2.442;2.256;3.914;2.050;1.864;677;396;281;-3,9;-3,4;-4,3;-17,8;18,4;21,7;17,7;4,0;1,02;0,99;1,18;1.200;16,7;219;36,4;1.342;17,4;772;13,3;;;;;;;;;;;;;;;;;;D;D;E;D;D;D;8;17;G;8;;E;17;;D;8;17;E;16;;D;8;15;C;11;13;D;12;;B;12;;D;18;;78,9;9,5;0,3;1,3;4,2;14,0;11,4;0,1;1,5;75,5;9,8;0,2;1,2;4,7;16,9;13,7;0,1;1,6;79,4;9,7;0,3;1,4;4,1;13,4;10,9;0,1;1,5;93,7;8,2;0,6;1,3;2,0;1,9;1,6;0,1;1,0;347.754;5.550.050;22.484;11.363;11.121;5.065;2.640;2.425;18.125;9.163;8.962;1.597;818;779;;;;;;;;;;;;;;;;;22.334;11.296;11.038;5.205;2.709;2.496;23,3;24,0;22,6;50,08319972;6,87189014;1.172;1.101;11,0;10,7;14,4;11,8;10,9;7,5;10,4;10,0;13.062;11.314;0,99;0,98;0,98;1,04;1,13;1,24;0,92;0,96;1.105;59;175;4;667;23;80;2;139;14;66;0;150;5807007O5907001O;2,310;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
3713;5143;Lotte;5;NW;A;1;;8+1;Bremen;AS Osnabrück-Hafen;N;Münster;AK Kreuz Lotte/Osnabrück (A30);S;4;227,7;283;179;64;40;62.717;31.246;31.471;63.950;31.986;31.963;66.021;32.860;33.160;54.035;26.503;27.531;-12,7;-10,2;-12,2;-22,9;15.069;7.525;7.544;18.341;9.163;9.178;15.490;7.748;7.742;2.655;1.292;1.363;+1,9;+1,3;+3,8;-5,2;24,0;28,7;23,5;4,9;1,03;1,06;1,16;3.477;21,0;887;48,0;3.780;21,5;2.566;18,6;;;;;;;;;;;;;;;;;;D;D;E;D;D;C;;;C;;;C;;;C;;;C;;;C;;;B;12;;D;14;;A;;;C;17;;74,0;9,1;0,2;1,9;2,7;21,2;17,6;0,1;0,0;69,6;9,6;0,2;1,8;3,2;25,4;21,0;0,1;0,0;74,3;9,2;0,2;2,2;2,7;20,7;17,2;0,1;0,0;92,8;6,8;0,3;2,2;0,8;4,0;3,6;0,1;0,0;427.431;5.792.881;66.252;33.056;33.197;19.909;9.909;10.001;55.524;27.936;27.588;5.869;3.141;2.728;;;;;;;;;;;;;;;;;65.838;32.887;32.950;20.451;10.179;10.272;31,1;31,0;31,2;52,28149925;7,93622592;3.037;3.192;9,7;10,1;3,7;2,0;3,1;1,1;9,2;9,7;36.098;36.782;1,00;1,12;1,03;1,00;1,18;1,15;1,00;1,02;2.959;111;702;8;2.083;45;433;6;460;31;394;1;380;3713038A3713041O;1,602;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
